MFG_TIME,SERIAL_NUMBER,BUILDING_NUMBER,LINE_NUMBER,TECHNICIAN_ID,MFG_SOFTWARE_VERSION,APPARATUS_TEMP,HUMIDITY
2022-06-01 12:06:44,X1000_20220601_42,B01,A,T011,v1.1.1,65.07866978825625,43.02574211950342
2022-06-01 12:07:04,X1000_20220601_19,B01,B,T010,v1.1.1,64.08611961759536,44.33058034528548
2022-06-01 12:10:49,X1000_20220601_56,B02,C,T011,v1.1.1,64.18432931292973,42.56887500650499
2022-06-01 12:12:41,X1000_20220601_78,B02,D,T015,v1.1.1,62.87649078735526,42.72437435326731
2022-06-01 12:25:19,X1000_20220601_43,B01,A,T011,v1.1.1,64.44592302491905,42.287799427799825
2022-06-01 12:25:34,X1000_20220601_40,B01,A,T011,v1.1.1,65.03346838256626,46.843877179900566
2022-06-01 12:34:03,X1000_20220601_38,B01,A,T011,v1.1.1,65.7862233185784,41.04158584631258
2022-06-01 12:44:49,X1000_20220601_13,B01,B,T010,v1.1.1,62.22309514911607,41.55168482090653
2022-06-01 12:49:21,X1000_20220601_87,B02,D,T015,v1.1.1,65.68944744146297,39.08201965748531
2022-06-01 12:52:01,X1000_20220601_9,B01,B,T010,v1.1.1,65.93527272308069,42.038053794388794
2022-06-01 13:00:03,X1000_20220601_7,B01,B,T010,v1.1.1,63.94880931527195,40.32062525324485
2022-06-01 13:07:06,X1000_20220601_1,B01,B,T010,v1.1.1,65.23630975630151,37.33592492422006
2022-06-01 13:14:30,X1000_20220601_70,B02,D,T015,v1.1.1,62.78184660444891,44.79538680629033
2022-06-01 13:31:43,X1000_20220601_39,B01,A,T011,v1.1.1,61.79497348167541,44.28248970835964
2022-06-01 13:38:49,X1000_20220601_63,B02,C,T011,v1.1.1,64.8206506710693,40.922378904856856
2022-06-01 13:49:21,X1000_20220601_5,B01,B,T010,v1.1.1,66.39760416949012,41.35447214983619
2022-06-01 14:18:05,X1000_20220601_80,B02,D,T015,v1.1.1,66.42804755691236,41.140011872017375
2022-06-01 14:20:20,X1000_20220601_76,B02,D,T015,v1.1.1,65.72471261107358,41.40017116401085
2022-06-01 14:21:36,X1000_20220601_81,B02,D,T015,v1.1.1,66.72989075327418,40.88155743702794
2022-06-01 14:30:50,X1000_20220601_57,B02,C,T011,v1.1.1,61.181470832010035,42.11218074435523
2022-06-01 14:33:08,X1000_20220601_53,B02,C,T011,v1.1.1,64.20315888431864,38.27392024443855
2022-06-01 14:39:28,X1000_20220601_65,B02,C,T011,v1.1.1,65.10225198527466,39.04314798640864
2022-06-01 14:59:09,X1000_20220601_10,B01,B,T010,v1.1.1,67.23829182804451,45.090741448142275
2022-06-01 15:07:35,X1000_20220601_79,B02,D,T015,v1.1.1,66.05499066915851,43.947875424944385
2022-06-01 15:52:45,X1000_20220601_64,B02,C,T011,v1.1.1,61.00224306157421,46.28343044385088
2022-06-01 16:23:16,X1000_20220601_30,B01,A,T011,v1.1.1,62.83035973595165,42.166089151751436
2022-06-01 16:27:01,X1000_20220601_75,B02,D,T015,v1.1.1,63.80611368482945,44.70814309401035
2022-06-01 16:27:29,X1000_20220601_69,B02,D,T015,v1.1.1,67.65526585810355,44.75426546550167
2022-06-01 16:41:17,X1000_20220601_54,B02,C,T011,v1.1.1,64.64829710736785,44.5232065935746
2022-06-01 16:42:11,X1000_20220601_31,B01,A,T011,v1.1.1,61.57710110993733,43.22894366041829
2022-06-01 16:58:17,X1000_20220601_6,B01,B,T010,v1.1.1,68.47031535312198,38.98645652834228
2022-06-01 17:01:46,X1000_20220601_47,B01,A,T011,v1.1.1,64.77143711761838,41.99039176707755
2022-06-01 17:05:42,X1000_20220601_86,B02,D,T015,v1.1.1,64.08623858744356,45.52318939330577
2022-06-01 17:08:24,X1000_20220601_59,B02,C,T011,v1.1.1,63.70257994665576,41.15259484376736
2022-06-01 17:11:30,X1000_20220601_68,B02,C,T011,v1.1.1,63.48131780551251,44.568965051424975
2022-06-01 17:17:16,X1000_20220601_67,B02,C,T011,v1.1.1,67.85794961512292,41.79329343180575
2022-06-01 17:17:55,X1000_20220601_11,B01,B,T010,v1.1.1,63.81435483049838,45.13335010530285
2022-06-01 17:20:44,X1000_20220601_45,B01,A,T011,v1.1.1,64.3510448214214,45.25655991942111
2022-06-01 17:21:00,X1000_20220601_46,B01,A,T011,v1.1.1,65.10369512608972,40.00887373464602
2022-06-01 17:29:13,X1000_20220601_52,B02,C,T011,v1.1.1,65.81473766659323,41.38759149499864
2022-06-01 17:35:38,X1000_20220601_15,B01,B,T010,v1.1.1,66.55589893627165,42.15921456510187
2022-06-01 17:37:30,X1000_20220601_82,B02,D,T015,v1.1.1,62.49189224441003,41.427356483228955
2022-06-01 17:44:18,,,,,,0.0,0.0
2022-06-01 17:44:32,X1000_20220601_83,B02,D,T015,v1.1.1,65.99847766748144,42.34158323294707
2022-06-01 17:47:31,X1000_20220601_27,B01,A,T011,v1.1.1,64.26275878963864,43.8371203771988
2022-06-01 17:55:53,X1000_20220601_33,B01,A,T011,v1.1.1,64.45947905280578,42.48713867469442
2022-06-01 17:59:23,X1000_20220601_61,B02,C,T011,v1.1.1,66.54938562784993,42.963749175501874
2022-06-01 18:01:56,X1000_20220601_51,B02,C,T011,v1.1.1,65.83117099545152,40.244081590372744
2022-06-01 18:03:47,X1000_20220601_84,B02,D,T015,v1.1.1,64.06398264105265,39.185248182675714
2022-06-01 18:07:07,X1000_20220601_35,B01,A,T011,v1.1.1,64.63091086203433,42.76011248040466
2022-06-01 18:15:32,X1000_20220601_72,B02,D,T015,v1.1.1,61.99962948462077,42.789577810915965
2022-06-01 18:19:40,X1000_20220601_58,B02,C,T011,v1.1.1,64.66402379373505,42.8201083701485
2000-01-01 12:00:00,0000000000000000,,TEST,,v0.0.0,0.0,0.0
2022-06-01 18:24:12,X1000_20220601_41,B01,A,T011,v1.1.1,63.521040462455744,41.27918484155377
2022-06-01 18:44:10,X1000_20220601_62,B02,C,T011,v1.1.1,63.15900970153948,46.1581599265264
2022-06-01 19:04:54,X1000_20220601_2,B01,B,T010,v1.1.1,67.99095021604172,41.02343969467694
2022-06-01 19:19:32,X1000_20220601_29,B01,A,T011,v1.1.1,65.25816174592171,44.56709109766336
2022-06-01 19:25:44,X1000_20220601_88,B02,D,T015,v1.1.1,66.9254050332705,43.613430580089265
2022-06-01 19:39:02,X1000_20220601_16,B01,B,T010,v1.1.1,65.63624859074453,42.08395841853814
2022-06-01 19:41:17,X1000_20220601_25,B01,B,T010,v1.1.1,64.65878241458495,42.00363735486668
2022-06-01 19:43:01,X1000_20220601_23,B01,B,T010,v1.1.1,63.53822169916792,41.29075962629652
2022-06-01 19:48:45,X1000_20220601_48,B01,A,T011,v1.1.1,67.14090313312907,43.421296551752306
2022-06-02 08:05:12,X1000_20220602_1,B01,B,T013,v1.1.1,65.14416601382374,39.15788418399144
2022-06-02 08:28:31,X1000_20220602_54,B02,C,T014,v1.1.1,69.9208694576514,42.754524828007966
2022-06-02 08:31:42,X1000_20220602_66,B02,C,T014,v1.1.1,64.4386840369511,41.56552183956868
2022-06-02 08:47:34,X1000_20220602_11,B01,B,T013,v1.1.1,66.18866968136288,40.683918336618774
2022-06-02 08:52:05,X1000_20220602_64,B02,C,T014,v1.1.1,61.977320506439526,42.1581018954938
,,,,,,,
,,,,,,,
2022-06-02 09:01:23,X1000_20220602_73,B02,D,T000,v1.1.1,68.29534527615576,43.58683551178359
2022-06-02 09:04:08,X1000_20220602_9,B01,B,T013,v1.1.1,67.2252958665082,42.90486427289299
2022-06-02 09:07:38,X1000_20220602_7,B01,B,T013,v1.1.1,64.779577655143,46.77354232846088
2022-06-02 09:08:25,X1000_20220602_32,B01,A,T012,v1.1.1,61.42050771563259,39.16684977035263
2022-06-02 09:11:11,X1000_20220602_75,B02,D,T000,v1.1.1,66.762578163806,43.42823164971892
2022-06-02 09:16:50,X1000_20220602_44,B01,A,T012,v1.1.1,61.6116284918469,42.75302114362136
2022-06-02 09:22:07,X1000_20220602_88,B02,D,T000,v1.1.1,66.68222947423293,42.121272701656956
2022-06-02 09:30:15,X1000_20220602_34,B01,A,T012,v1.1.1,65.00928425724169,44.824992747081254
2022-06-02 09:32:52,X1000_20220602_15,B01,B,T013,v1.1.1,67.80800318028523,42.41090356177939
2022-06-02 09:33:22,X1000_20220602_31,B01,A,T012,v1.1.1,62.615462378775476,43.740219203692135
2022-06-02 09:36:57,X1000_20220602_35,B01,A,T012,v1.1.1,66.41114488912281,40.55894327623599
2022-06-02 09:49:14,X1000_20220602_19,B01,B,T013,v1.1.1,65.88684278028052,44.110798555912716
2022-06-02 09:54:05,X1000_20220602_5,B01,B,T013,v1.1.1,64.57037391802741,42.168929580739274
2022-06-02 10:02:33,X1000_20220602_24,B01,A,T012,v1.1.1,62.498261539970116,40.63337905975764
2022-06-02 10:16:00,X1000_20220602_20,B01,B,T013,v1.1.1,67.788441465184,41.0469278765471
2022-06-02 10:23:48,X1000_20220602_16,B01,B,T013,v1.1.1,64.11780475266356,42.83661498937678
2022-06-02 10:25:24,,,,,,0.0,0.0
2022-06-02 10:26:53,X1000_20220602_33,B01,A,T012,v1.1.1,62.42266331783553,41.79181047828812
2022-06-02 10:35:20,X1000_20220602_71,B02,D,T000,v1.1.1,66.11947701596497,43.00396650447704
2022-06-02 10:36:47,X1000_20220602_25,B01,A,T012,v1.1.1,65.44483389616522,42.032906723403904
2022-06-02 10:41:40,X1000_20220602_10,B01,B,T013,v1.1.1,65.42541493946308,44.44574185279136
2022-06-02 10:42:27,X1000_20220602_62,B02,C,T014,v1.1.1,65.98209914107404,41.56608601751462
2022-06-02 10:42:53,X1000_20220602_76,B02,D,T000,v1.1.1,61.98636307494684,37.85087172183785
2022-06-02 10:51:56,X1000_20220602_41,B01,A,T012,v1.1.1,65.06642827270807,41.60746156254673
2022-06-02 11:00:59,X1000_20220602_26,B01,A,T012,v1.1.1,65.26763025500782,43.1923891089395
2022-06-02 11:22:57,X1000_20220602_37,B01,A,T012,v1.1.1,63.5051811706085,46.22652500526128
2022-06-02 12:00:39,X1000_20220602_47,B02,C,T014,v1.1.1,63.85110386133658,42.91273526516056
2022-06-02 12:19:03,X1000_20220602_82,B02,D,T000,v1.1.1,69.53979564233575,42.80129764358571
2022-06-02 12:19:28,X1000_20220602_89,B02,D,T000,v1.1.1,63.99164110490963,42.13744271960438
2022-06-02 12:22:41,X1000_20220602_42,B01,A,T012,v1.1.1,61.61744739183404,41.748423192359226
2022-06-02 12:25:47,X1000_20220602_57,B02,C,T014,v1.1.1,64.20977763388358,43.07325453814466
2022-06-02 12:25:51,X1000_20220602_3,B01,B,T013,v1.1.1,67.76237208598798,42.018481503628834
2022-06-02 12:29:59,X1000_20220602_45,B02,C,T014,v1.1.1,64.30094933934593,42.529459933977186
2022-06-02 12:32:36,X1000_20220602_12,B01,B,T013,v1.1.1,61.63773781200277,40.99667362765091
2022-06-02 12:51:34,X1000_20220602_52,B02,C,T014,v1.1.1,64.40053563511665,42.8839913319989
2022-06-02 12:59:51,X1000_20220602_84,B02,D,T000,v1.1.1,66.5402769112426,40.695285813203625
2022-06-02 13:05:40,X1000_20220602_51,B02,C,T014,v1.1.1,65.57002694594891,40.79631752165878
2022-06-02 13:16:48,X1000_20220602_80,B02,D,T000,v1.1.1,64.60918369011743,44.53794096094478
2022-06-02 13:42:16,X1000_20220602_68,B02,D,T000,v1.1.1,63.90455897007825,35.23535215870086
2022-06-02 13:52:38,X1000_20220602_53,B02,C,T014,v1.1.1,60.972603261698396,42.50346160699949
2022-06-02 13:54:21,X1000_20220602_67,B02,D,T000,v1.1.1,66.37026699854925,40.37596676019456
2022-06-02 14:30:31,X1000_20220602_61,B02,C,T014,v1.1.1,64.38544634985158,41.59058144201575
2022-06-02 14:35:35,,,,,,0.0,0.0
2022-06-02 14:41:16,X1000_20220602_56,B02,C,T014,v1.1.1,67.74319277966376,42.48182193167438
2022-06-02 14:43:59,X1000_20220602_58,B02,C,T014,v1.1.1,65.40148292625656,39.64754118732892
2022-06-02 15:48:45,X1000_20220602_4,B01,B,T013,v1.1.1,66.73150596091521,43.71368987384934
2022-06-02 15:53:31,X1000_20220602_59,B02,C,T014,v1.1.1,67.46522003386376,42.59170551516638
2022-06-02 15:59:55,X1000_20220602_48,B02,C,T014,v1.1.1,65.81456408651978,42.59571833460154
2022-06-02 16:30:22,X1000_20220602_60,B02,C,T014,v1.1.1,65.46452806025412,37.592654061686915
2022-06-02 16:33:36,X1000_20220602_79,B02,D,T000,v1.1.1,64.28843366053252,38.84929378522895
2022-06-02 16:53:14,X1000_20220602_81,B02,D,T000,v1.1.1,60.841813493904006,44.00529763051234
2022-06-02 16:53:28,X1000_20220602_55,B02,C,T014,v1.1.1,66.2137012810647,37.56109896501233
2022-06-02 16:58:45,X1000_20220602_90,B02,D,T000,v1.1.1,63.49886143695073,43.66812633040175
2022-06-02 17:04:45,X1000_20220602_78,B02,D,T000,v1.1.1,67.37632901435721,41.677464000672984
2022-06-02 17:09:56,X1000_20220602_43,B01,A,T012,v1.1.1,65.26615798262418,46.788015675773735
2022-06-02 17:16:28,X1000_20220602_49,B02,C,T014,v1.1.1,62.74704483751712,44.14000256508692
2022-06-02 17:16:44,X1000_20220602_77,B02,D,T000,v1.1.1,66.01965178574474,44.62329246245932
2022-06-02 17:17:17,X1000_20220602_38,B01,A,T012,v1.1.1,68.5744641887494,43.66879735809454
2022-06-02 17:22:52,X1000_20220602_23,B01,A,T012,v1.1.1,63.70970532324916,41.21432118163878
2022-06-02 17:26:12,X1000_20220602_70,B02,D,T000,v1.1.1,65.1538264380031,41.340844977349555
2022-06-02 17:44:29,X1000_20220602_86,B02,D,T000,v1.1.1,66.10393476279813,38.8135076491599
2022-06-02 17:47:36,X1000_20220602_2,B01,B,T013,v1.1.1,66.59471057879841,41.79582414567464
2022-06-02 17:49:40,X1000_20220602_22,B01,A,T012,v1.1.1,63.95085342921047,44.33063485605159
2022-06-02 18:00:11,X1000_20220602_27,B01,A,T012,v1.1.1,67.5357987579,45.53868677798561
2022-06-02 18:00:19,X1000_20220602_74,B02,D,T000,v1.1.1,68.27147527233355,41.74275433405862
2022-06-02 18:02:48,X1000_20220602_65,B02,C,T014,v1.1.1,65.44734680295474,45.960475269202526
2022-06-02 18:03:05,,,,,,0.0,0.0
2022-06-02 18:04:36,X1000_20220602_30,B01,A,T012,v1.1.1,67.05290855654378,37.95028853604229
2022-06-02 18:07:16,X1000_20220602_6,B01,B,T013,v1.1.1,60.812818443958,41.00591075316103
2022-06-02 18:12:32,X1000_20220602_72,B02,D,T000,v1.1.1,67.60418279200618,39.15646190687542
2022-06-02 18:12:41,X1000_20220602_28,B01,A,T012,v1.1.1,65.8970822814853,42.5668034509482
2022-06-02 18:29:45,X1000_20220602_50,B02,C,T014,v1.1.1,63.316594100401964,37.01220330476162
2022-06-02 18:43:19,X1000_20220602_18,B01,B,T013,v1.1.1,63.462870610932676,38.7272838070649
2022-06-02 18:45:30,X1000_20220602_8,B01,B,T013,v1.1.1,65.67621295023613,43.63751153335198
2022-06-02 18:56:57,X1000_20220602_17,B01,B,T013,v1.1.1,65.12268623185116,40.09148767875634
2022-06-02 18:59:08,X1000_20220602_13,B01,B,T013,v1.1.1,60.430889097623414,41.16545945283017
2022-06-02 19:02:43,X1000_20220602_85,B02,D,T000,v1.1.1,65.36680208036269,41.281542003864296
2022-06-02 19:18:54,X1000_20220602_69,B02,D,T000,v1.1.1,64.61133470077604,35.06558008611467
2022-06-02 19:29:01,X1000_20220602_29,B01,A,T012,v1.1.1,68.9237834663219,38.693741528147974
2022-06-02 19:36:38,X1000_20220602_36,B01,A,T012,v1.1.1,65.3055089002409,42.56611891737965
2022-06-02 19:44:25,X1000_20220602_83,B02,D,T000,v1.1.1,69.21295590534876,41.76599212280108
2022-06-02 19:47:22,X1000_20220602_87,B02,D,T000,v1.1.1,66.0683155888274,42.27878107180348
,,,,,,,
2022-06-03 08:16:24,X1000_20220603_18,B01,B,T010,v1.1.1,59.54232750678777,46.63924728671126
2022-06-03 08:23:28,X1000_20220603_58,B02,C,T010,v1.1.1,62.48882181265577,42.18935936591119
2022-06-03 08:26:54,X1000_20220603_26,B01,A,T012,v1.1.1,60.69612795354285,40.092150336233246
2022-06-03 08:31:31,X1000_20220603_14,B01,B,T010,v1.1.1,66.7431744810971,38.316410507450456
2022-06-03 08:42:00,X1000_20220603_46,B01,A,T012,v1.1.1,63.769320812442174,43.88750609871307
2022-06-03 08:45:10,X1000_20220603_67,B02,C,T010,v1.1.1,63.68387921187774,41.453606383818226
,,,,,,,
2022-06-03 09:08:41,X1000_20220603_60,B02,C,T010,v1.1.1,65.56192446853498,40.879830822216086
2022-06-03 09:16:10,X1000_20220603_82,B02,D,T000,v1.1.1,61.74753267978924,45.27493060595027
2022-06-03 09:29:48,X1000_20220603_30,B01,A,T012,v1.1.1,62.35645870226552,41.20524514340509
2022-06-03 09:29:52,X1000_20220603_33,B01,A,T012,v1.1.1,63.64366324559058,44.79632533717845
2022-06-03 09:32:52,X1000_20220603_68,B02,C,T010,v1.1.1,63.91167574216236,43.04593412452528
2022-06-03 09:33:25,X1000_20220603_45,B01,A,T012,v1.1.1,62.51918715910249,40.436161622306784
2022-06-03 09:45:25,X1000_20220603_53,B02,C,T010,v1.1.1,68.19182223751554,41.80095940443812
2022-06-03 09:46:37,X1000_20220603_6,B01,B,T010,v1.1.1,64.71000686043436,41.94827378351834
2022-06-03 09:48:30,X1000_20220603_31,B01,A,T012,v1.1.1,65.78549242577388,44.53162535970788
2022-06-03 09:55:29,X1000_20220603_85,B02,D,T000,v1.1.1,64.04395703782464,42.58944885963276
2022-06-03 09:59:36,X1000_20220603_48,B02,C,T010,v1.1.1,61.35261704060672,42.317589500093774
2022-06-03 10:18:53,X1000_20220603_32,B01,A,T012,v1.1.1,61.26307222360712,40.48642769397056
2022-06-03 10:25:48,X1000_20220603_56,B02,C,T010,v1.1.1,66.77292953381098,40.975196361629074
2022-06-03 10:28:48,,,,,,0.0,0.0
2022-06-03 10:33:27,X1000_20220603_75,B02,D,T000,v1.1.1,66.23313786650836,42.83973044730874
2022-06-03 10:38:28,X1000_20220603_9,B01,B,T010,v1.1.1,62.49862456835671,36.02324212882668
2022-06-03 10:43:30,X1000_20220603_73,B02,D,T000,v1.1.1,60.57684471263266,39.25517196524752
2022-06-03 10:50:47,X1000_20220603_70,B02,C,T010,v1.1.1,67.56471872118875,43.64093182266923
2022-06-03 10:54:22,X1000_20220603_1,B01,B,T010,v1.1.1,66.55977648031347,44.57994683294525
2022-06-03 10:56:41,X1000_20220603_89,B02,D,T000,v1.1.1,66.23126383265867,45.11573855534983
2022-06-03 11:02:04,X1000_20220603_20,B01,B,T010,v1.1.1,60.9741645589766,42.445327425644415
2022-06-03 11:03:55,X1000_20220603_2,B01,B,T010,v1.1.1,65.2140520443699,41.39803692926952
2022-06-03 11:08:03,X1000_20220603_64,B02,C,T010,v1.1.1,62.79038061268928,44.244910943377484
2022-06-03 11:20:28,X1000_20220603_94,B02,D,T000,v1.1.1,64.47594427744563,42.02920923031534
2022-06-03 11:28:39,X1000_20220603_8,B01,B,T010,v1.1.1,64.835704391791,46.94767485937909
2022-06-03 11:58:31,X1000_20220603_86,B02,D,T000,v1.1.1,64.3800105702325,40.80284935918262
2022-06-03 12:15:38,X1000_20220603_25,B01,A,T012,v1.1.1,66.7500614881892,40.55258574594907
2022-06-03 12:26:16,X1000_20220603_72,B02,D,T000,v1.1.1,65.1122787030508,42.78797806082579
2022-06-03 12:29:05,X1000_20220603_19,B01,B,T010,v1.1.1,66.09256462577915,40.64990818075747
2022-06-03 12:29:14,X1000_20220603_36,B01,A,T012,v1.1.1,64.15819935588065,45.242865319708244
2022-06-03 12:30:04,X1000_20220603_12,B01,B,T010,v1.1.1,61.37275785221038,45.429638006864536
2022-06-03 12:58:11,X1000_20220603_65,B02,C,T010,v1.1.1,66.41658745334267,42.21091964026123
2022-06-03 13:03:30,X1000_20220603_74,B02,D,T000,v1.1.1,63.31752537578188,40.273359323378415
2022-06-03 13:07:30,X1000_20220603_43,B01,A,T012,v1.1.1,65.39598902881292,41.7612776484203
2022-06-03 13:07:49,X1000_20220603_21,B01,B,T010,v1.1.1,61.636500871503344,40.036778777204326
2022-06-03 13:14:26,X1000_20220603_57,B02,C,T010,v1.1.1,67.379478814125,38.69333485858191
2022-06-03 13:15:45,X1000_20220603_39,B01,A,T012,v1.1.1,64.81384084478313,45.15669236265029
2022-06-03 13:21:42,X1000_20220603_76,B02,D,T000,v1.1.1,66.74260672189507,41.45685656956178
2022-06-03 13:30:47,X1000_20220603_59,B02,C,T010,v1.1.1,65.4326907511291,41.38387737968858
2022-06-03 13:37:22,X1000_20220603_15,B01,B,T010,v1.1.1,65.98884311525894,40.216986514483125
,,,,,,,
2022-06-03 13:55:19,X1000_20220603_5,B01,B,T010,v1.1.1,62.797895233720055,43.581894975501406
2022-06-03 14:29:42,X1000_20220603_38,B01,A,T012,v1.1.1,62.434197576053116,43.62883947126155
,,,,,,,
2022-06-03 14:36:38,X1000_20220603_13,B01,B,T010,v1.1.1,68.24502987231463,39.69776360091949
2022-06-03 15:04:03,X1000_20220603_44,B01,A,T012,v1.1.1,65.72628240551366,42.86353040347091
2022-06-03 15:06:42,X1000_20220603_34,B01,A,T012,v1.1.1,65.51710343967223,41.8977706091233
2022-06-03 15:12:21,X1000_20220603_27,B01,A,T012,v1.1.1,64.19386745307067,41.108646849393686
2022-06-03 15:12:30,X1000_20220603_90,B02,D,T000,v1.1.1,61.73032841748099,38.238280460310584
2022-06-03 15:20:34,X1000_20220603_49,B02,C,T010,v1.1.1,64.14022858227814,40.25468396044595
2022-06-03 15:26:57,X1000_20220603_79,B02,D,T000,v1.1.1,64.28813862117772,43.35834642896104
2022-06-03 15:29:10,X1000_20220603_41,B01,A,T012,v1.1.1,67.8883852157498,40.9506560705342
2022-06-03 15:32:47,X1000_20220603_7,B01,B,T010,v1.1.1,64.33677276106779,43.23163247481792
2022-06-03 15:32:55,X1000_20220603_35,B01,A,T012,v1.1.1,67.09711788794728,37.21358943077958
2022-06-03 15:37:50,X1000_20220603_16,B01,B,T010,v1.1.1,67.62994585402801,44.518152624824054
2022-06-03 15:42:32,X1000_20220603_51,B02,C,T010,v1.1.1,64.2953378691386,40.610687298908395
2022-06-03 15:48:24,X1000_20220603_93,B02,D,T000,v1.1.1,66.62174374491556,39.04789947662704
2022-06-03 16:03:07,X1000_20220603_47,B02,C,T010,v1.1.1,65.0178214569518,44.92429574262271
2022-06-03 16:05:20,X1000_20220603_81,B02,D,T000,v1.1.1,67.0729681876051,40.482774318499395
2022-06-03 16:05:36,X1000_20220603_50,B02,C,T010,v1.1.1,65.69592644090898,40.61248932874193
2022-06-03 16:13:03,X1000_20220603_87,B02,D,T000,v1.1.1,65.74794815875524,43.61294639388639
2022-06-03 16:14:35,X1000_20220603_23,B01,B,T010,v1.1.1,62.88057846053444,41.095294619338354
2022-06-03 16:21:28,X1000_20220603_24,B01,B,T010,v1.1.1,66.20498830875528,44.76509652257467
2022-06-03 16:24:57,X1000_20220603_42,B01,A,T012,v1.1.1,68.3003543691236,42.145622093936986
2022-06-03 16:45:32,X1000_20220603_78,B02,D,T000,v1.1.1,66.97301735334311,44.95731602991615
2022-06-03 16:46:04,X1000_20220603_55,B02,C,T010,v1.1.1,67.25884177551754,38.11399738145838
2022-06-03 16:51:09,X1000_20220603_11,B01,B,T010,v1.1.1,63.698935578778425,44.26313759288618
2022-06-03 16:57:27,X1000_20220603_52,B02,C,T010,v1.1.1,62.10889029815664,40.864099719901056
2022-06-03 16:57:59,X1000_20220603_4,B01,B,T010,v1.1.1,63.02284660574437,45.02982057252824
2022-06-03 17:07:13,X1000_20220603_62,B02,C,T010,v1.1.1,64.5899575003277,40.32695937081424
2022-06-03 17:10:27,X1000_20220603_61,B02,C,T010,v1.1.1,63.827621371031285,41.740506792661776
2022-06-03 17:16:34,X1000_20220603_91,B02,D,T000,v1.1.1,63.311649825937515,45.33125194904659
2022-06-03 17:19:09,X1000_20220603_29,B01,A,T012,v1.1.1,65.03558828126293,42.12190449397093
2022-06-03 17:23:37,X1000_20220603_83,B02,D,T000,v1.1.1,64.95927921665937,43.731256843418365
2022-06-03 17:28:19,X1000_20220603_28,B01,A,T012,v1.1.1,65.53940407488177,38.32761079407806
2000-01-01 12:00:00,0000000000000000,,TEST,,v0.0.0,0.0,0.0
2022-06-03 17:37:43,X1000_20220603_40,B01,A,T012,v1.1.1,61.51485159002948,40.41354509945687
2022-06-03 17:38:42,X1000_20220603_88,B02,D,T000,v1.1.1,64.45041944381093,44.84730139357413
2022-06-03 18:25:16,X1000_20220603_92,B02,D,T000,v1.1.1,63.14195173745695,40.751877418952894
